step_time_left,step_time_right,force_asymmetry,stance_time_left,swing_time_left,impulse_left,stride_length_left,vertical_disp_left,foot_velocity_left,peak_force_left,peak_force_right,step_time_diff,stance_time_right,swing_time_right,impulse_right,vertical_disp_right,foot_velocity_right,stride_length_right,step_width,subject,speed,target
0.661,0.332,63.942993,0.655,0.357,314.2163247,0.466287,0.216613,0.707831489,719.848694,655.905701,0.329,-0.359,1.36,0,0.042073,1.314589945,0.431549,0.087779,3,1.3,0
0.343,0.683,16.568786,0.646,0.345,306.0294164,0.462573,0.02387,1.342920142,676.545715,659.976929,0.34,-0.351,1.34,0,0.214873,0.614278058,0.41844,0.091579,3,1.3,0
0.663,0.314,15.273681,0.642,0.348,300.3438454,0.472676,0.217304,0.717260601,688.806213,673.532532,0.349,-0.348,1.34,0,0.041333,1.313993102,0.405028,0.079013,3,1.3,0
0.348,0.688,43.834961,0.649,0.349,313.3795466,0.471061,0.020715,1.347530399,691.927185,648.092224,0.34,-0.356,1.359,0,0.222481,0.599883226,0.41047,0.087029,3,1.3,0
0.664,0.326,39.826538,0.658,0.355,317.7174402,0.447566,0.217374,0.674819703,704.602966,664.776428,0.338,-0.358,1.378,0,0.041116,1.313011277,0.424455,0.107753,3,1.3,0
0.34,0.678,30.088074,0.68,0.32,318.3899762,0.456481,0.021518,1.344547099,683.484314,653.39624,0.338,-0.365,1.357,0,0.218222,0.638537324,0.431844,0.121292,3,1.3,0
0.665,0.315,25.435608,0.661,0.345,319.0115739,0.455863,0.219302,0.686476181,692.765747,667.330139,0.35,-0.355,1.364,0,0.03833,1.316851819,0.412819,0.093568,3,1.3,0
0.335,0.688,35.509949,0.653,0.35,312.222027,0.446764,0.028014,1.336739508,677.694763,642.184814,0.353,-0.36,1.361,0,0.218434,0.613194003,0.416781,0.094518,3,1.3,0
0.664,0.319,9.26947,0.654,0.35,312.7142788,0.466129,0.214961,0.707787831,665.883484,675.152954,0.345,-0.356,1.356,0,0.044023,1.305548392,0.415141,0.110672,3,1.3,0
0.338,0.688,67.274475,0.647,0.353,306.2189046,0.455939,0.023987,1.343184272,707.079895,639.80542,0.35,-0.348,1.351,0,0.217816,0.614696862,0.421438,0.100819,3,1.3,0
0.641,0.311,69.499207,0.651,0.347,307.8362107,0.488016,0.212594,0.763914666,705.283997,635.78479,0.33,-0.357,1.361,0,0.043789,1.30713538,0.402613,0.080079,3,1.3,0
0.356,0.691,53.742126,0.659,0.357,313.6896009,0.476295,0.027482,1.344216429,691.800598,638.058472,0.335,-0.359,1.363,0,0.218791,0.586557285,0.402105,0.077225,3,1.3,0
0.652,0.316,19.274841,0.642,0.35,299.3620163,0.466774,0.216591,0.715775692,672.017395,691.292236,0.336,-0.345,1.337,0,0.051432,1.297623147,0.405161,0.089343,3,1.3,0
0.346,0.681,83.132812,0.642,0.351,300.8003478,0.461196,0.027033,1.339476013,695.488037,612.355225,0.335,-0.346,1.364,0,0.217692,0.588879178,0.398663,0.093192,3,1.3,0
0.674,0.319,5.884583,0.667,0.358,317.2525695,0.43326,0.218947,0.643442687,677.336121,671.451538,0.355,-0.364,1.362,0,0.042352,1.309600361,0.410069,0.110491,3,1.3,0
0.351,0.292,118.417175,0.64,0.34,307.6571197,0.511953,0.029108,1.444874535,709.064026,590.646851,0.059,-0.355,1.329,0,0.049039,1.397068974,0.401906,0.066246,3,1.4,0
0.626,0.668,30.108765,0.628,0.344,302.936642,0.515555,0.21859,0.826460053,704.307068,674.198303,0.042,-0.357,1.343,0,0.21636,0.659477673,0.438018,0.065835,3,1.4,0
0.332,0.308,52.999267,0.647,0.351,310.163531,0.476222,0.028125,1.446009275,737.19519,684.195923,0.024,-0.358,1.35,0,0.052057,1.395300474,0.429061,0.094105,3,1.4,0
0.639,0.662,34.263061,0.64,0.354,304.6389514,0.482421,0.222837,0.75526742,686.925842,652.662781,0.023,-0.353,1.35,0,0.215199,0.697016054,0.456813,0.089395,3,1.4,0
0.355,0.322,7.653991,0.64,0.35,306.5589517,0.512457,0.02623,1.445801373,716.834106,709.180115,0.033,-0.365,1.357,0,0.049539,1.404935773,0.446604,0.085188,3,1.4,0
0.656,0.671,41.301269,0.709,0.279,321.6334102,0.435807,0.214843,0.666725042,689.03717,647.735901,0.015,-0.364,1.348,0,0.219657,0.586286896,0.39183,0.082948,3,1.4,0
0.336,0.315,5.458313,0.738,0.231,313.9769245,0.484104,0.025874,1.447489395,712.106812,717.565125,0.021,-0.358,1.332,0,0.049984,1.4060278,0.439819,0.095325,3,1.4,0
0.652,0.663,35.076477,0.746,0.216,328.4112827,0.444414,0.219206,0.684027531,687.090332,652.013855,0.011,-0.357,1.326,0,0.219666,0.660703823,0.432475,0.099149,3,1.4,0
0.341,0.324,2.951782,0.649,0.352,308.0909392,0.489725,0.028395,1.443147707,704.258362,701.30658,0.017,-0.354,1.339,0,0.03352,1.422290905,0.460758,0.075715,3,1.4,0
0.648,0.672,9.678772,0.635,0.342,307.3361938,0.47842,0.224733,0.737482252,696.326538,706.00531,0.024,-0.358,1.334,0,0.215695,0.615108257,0.410547,0.111263,3,1.4,0
0.349,0.324,58.894348,0.632,0.338,300.4429846,0.500065,0.024084,1.451464852,734.718445,675.824097,0.025,-0.35,1.315,0,0.046296,1.406033573,0.454292,0.10148,3,1.4,0
0.654,0.677,44.343628,0.628,0.345,302.8626042,0.468056,0.219049,0.715722059,722.567322,678.223694,0.023,-0.348,1.322,0,0.220841,0.628359269,0.424353,0.092674,3,1.4,0
0.339,0.31,80.605041,0.626,0.341,300.9910816,0.482571,0.043002,1.425644514,698.892944,618.287903,0.029,-0.351,1.322,0,0.040626,1.409549967,0.43472,0.085579,3,1.4,0
0.617,0.673,4.118286,0.635,0.347,304.0091848,0.5434,0.22374,0.887418948,710.357361,706.239075,0.056,-0.355,1.336,0,0.219871,0.680976668,0.454289,0.078212,3,1.4,0
0.353,0.308,92.183777,0.649,0.329,304.8393875,0.513297,0.027209,1.448321647,719.364563,627.180786,0.045,-0.351,1.343,0,0.047537,1.400253283,0.431117,0.093559,3,1.4,0
0.618,0.678,73.27008,0.768,0.204,325.1741076,0.523136,0.222619,0.845172645,717.767761,644.497681,0.06,-0.364,1.346,0,0.217975,0.629587634,0.422065,0.092382,3,1.4,0
0.34,0.291,131.85791,0.666,0.344,312.9155226,0.491156,0.025844,1.447016168,741.034424,609.176514,0.049,-0.356,1.338,0,0.046063,1.395411708,0.408652,0.091838,3,1.4,0
0.648,0.66,108.890015,0.629,0.356,300.3330882,0.487036,0.216308,0.759626192,730.994568,622.104553,0.012,-0.35,1.341,0,0.214853,0.692548001,0.451297,0.085205,3,1.4,0
0.344,0.313,71.096985,0.629,0.334,298.1653408,0.500328,0.025574,1.45244425,731.00177,659.904785,0.031,-0.354,1.314,0,0.038763,1.415616568,0.436871,0.112048,3,1.4,0
0.641,0.68,50.459046,0.629,0.352,301.9339251,0.504047,0.222121,0.789426828,720.660828,670.201782,0.039,-0.352,1.335,0,0.217787,0.63799244,0.431564,0.088911,3,1.4,0
0.331,0.313,27.656006,0.785,0.173,329.6814018,0.476575,0.026231,1.446764344,719.136292,691.480286,0.018,-0.355,1.32,0,0.047266,1.405181633,0.439817,0.08419,3,1.4,0
0.636,0.657,25.879883,0.641,0.346,302.7627707,0.486518,0.219708,0.761514186,691.538208,665.658325,0.021,-0.348,1.325,0,0.216069,0.710817498,0.462297,0.083769,3,1.4,0
0.332,0.311,31.151489,0.638,0.338,305.1722988,0.477343,0.025513,1.448945546,735.102356,703.950867,0.021,-0.347,1.328,0,0.047246,1.40476859,0.432595,0.101173,3,1.4,0
0.646,0.657,74.72052,0.635,0.341,304.9954849,0.480587,0.222395,0.746283185,713.09967,638.37915,0.011,-0.351,1.327,0,0.208765,0.68322693,0.44799,0.104761,3,1.4,0
0.322,0.311,38.219299,0.635,0.344,300.5246574,0.467662,0.030517,1.442593939,735.344238,697.124939,0.011,-0.35,1.336,0,0.045908,1.406656943,0.433405,0.084283,3,1.4,0
0.631,0.656,32.98938,0.636,0.346,298.7372777,0.486192,0.216912,0.775546507,688.136902,655.147522,0.025,-0.357,1.336,0,0.219595,0.669720442,0.435425,0.087346,3,1.4,0
0.339,0.314,16.393676,0.635,0.349,299.3158431,0.491072,0.025453,1.446647555,719.137634,702.743958,0.025,-0.357,1.34,0,0.043294,1.411227239,0.442015,0.104137,3,1.4,0
0.653,0.668,41.563598,0.641,0.337,303.6755015,0.468048,0.219268,0.722402328,700.519531,658.955933,0.015,-0.354,1.336,0,0.215384,0.63239224,0.42121,0.114894,3,1.4,0
0.338,0.316,12.450744,0.638,0.346,303.5537727,0.492041,0.026318,1.449599355,726.222534,713.77179,0.022,-0.359,1.327,0,0.04737,1.409270224,0.44113,0.092333,3,1.4,0
0.645,0.667,22.701416,0.625,0.347,299.1034666,0.4881,0.220862,0.758169103,697.566528,674.865112,0.022,-0.349,1.329,0,0.217145,0.668518229,0.441567,0.084374,3,1.4,0
0.35,0.308,28.502259,0.636,0.354,309.3203993,0.503672,0.03204,1.442417199,695.281677,723.783936,0.042,-0.361,1.356,0,0.039717,1.415100781,0.436612,0.076124,3,1.4,0
0.634,0.685,36.669983,0.638,0.351,301.7485366,0.503389,0.222206,0.794624487,712.305847,675.635864,0.051,-0.358,1.34,0,0.216755,0.601239394,0.409895,0.076969,3,1.4,0
0.342,0.313,97.10199,0.633,0.353,307.8755582,0.492898,0.023558,1.451650707,724.183167,627.081177,0.029,-0.356,1.338,0,0.052889,1.394629294,0.428798,0.081673,3,1.4,0
0.651,0.674,89.388794,0.629,0.348,305.0976422,0.476928,0.216497,0.734804858,714.484924,625.09613,0.023,-0.357,1.34,0,0.218812,0.636597006,0.425861,0.073633,3,1.4,0
0.327,0.308,56.744445,0.628,0.341,299.3966075,0.477813,0.023002,1.449984247,726.688293,669.943848,0.019,-0.355,1.31,0,0.045508,1.408005543,0.433829,0.072852,3,1.4,0
0.652,0.662,53.628662,0.624,0.347,295.4418261,0.479847,0.216858,0.739783499,721.531982,667.90332,0.01,-0.338,1.317,0,0.220741,0.691883047,0.453989,0.080528,3,1.4,0
0.337,0.327,16.726929,0.631,0.345,300.3905599,0.48463,0.023327,1.448789987,698.713745,715.440674,0.01,-0.348,1.321,0,0.038313,1.416044227,0.465378,0.069157,3,1.4,0
0.623,0.649,18.196716,0.623,0.345,297.0936532,0.512141,0.220071,0.820415601,712.885132,731.081848,0.026,-0.346,1.321,0,0.217255,0.732695208,0.470157,0.083258,3,1.4,0
0.34,0.313,7.56836,0.632,0.346,308.1127658,0.491384,0.022501,1.447159251,722.442261,714.873901,0.027,-0.358,1.343,0,0.043265,1.411686996,0.442324,0.100371,3,1.4,0
0.636,0.648,42.982728,0.637,0.346,307.6828916,0.501789,0.218429,0.791353966,709.245728,666.263,0.012,-0.362,1.334,0,0.215755,0.723731751,0.468256,0.094375,3,1.4,0
0.366,0.33,8.980896,0.629,0.351,295.9394766,0.52545,0.034531,1.44324566,726.082703,717.101807,0.036,-0.346,1.336,0,0.041131,1.41699081,0.46556,0.080641,3,1.4,0
0.608,0.686,16.363709,0.638,0.341,307.2005722,0.540824,0.219148,0.888869322,708.64856,692.284851,0.078,-0.361,1.334,0,0.222318,0.609023803,0.413862,0.081642,3,1.4,0
0.34,0.289,176.680298,0.631,0.354,301.1364362,0.490593,0.028901,1.445783984,728.732666,552.052368,0.051,-0.35,1.337,0,0.04964,1.393914565,0.400869,0.061812,3,1.4,0
0.641,0.656,30.165528,0.631,0.344,300.0561673,0.492907,0.222249,0.771721259,655.411011,625.245483,0.015,-0.353,1.338,0,0.216618,0.695513272,0.451881,0.053517,3,1.4,0
0.337,0.322,4.78241,0.648,0.337,312.799428,0.494755,0.018296,1.456394002,737.156738,741.939148,0.015,-0.363,1.348,0,0.050258,1.406752506,0.447088,0.084792,3,1.4,0
0.64,0.67,52.244751,0.656,0.336,312.8886311,0.486626,0.216788,0.76124714,709.900574,657.655823,0.03,-0.367,1.355,0,0.222058,0.655448978,0.435952,0.082286,3,1.4,0
0.339,0.31,44.170899,0.643,0.35,309.0126044,0.48318,0.027845,1.445145704,735.230042,691.059143,0.029,-0.359,1.341,0,0.051773,1.396773411,0.429578,0.080104,3,1.4,0
0.645,0.661,66.478332,0.627,0.352,297.6173964,0.462228,0.216833,0.718508589,693.882263,627.403931,0.016,-0.351,1.338,0,0.215442,0.679712989,0.444512,0.078454,3,1.4,0
0.331,0.311,6.646179,0.637,0.345,297.9948707,0.481191,0.030055,1.439735213,694.509766,701.155945,0.02,-0.348,1.324,0,0.045226,1.407025034,0.440605,0.09488,3,1.4,0
0.647,0.658,38.869202,0.633,0.348,301.2502343,0.486852,0.22263,0.756593791,695.454895,656.585693,0.011,-0.349,1.339,0,0.220239,0.672652025,0.437774,0.105332,3,1.4,0
0.331,0.32,28.282348,0.642,0.339,309.6136196,0.475523,0.028406,1.443977867,693.200745,721.483093,0.011,-0.358,1.327,0,0.046127,1.412133746,0.449257,0.109023,3,1.4,0
0.653,0.652,4.626221,0.627,0.35,300.1258434,0.473971,0.224469,0.725041042,675.14386,679.770081,0.001,-0.354,1.338,0,0.217129,0.711768944,0.463722,0.100043,3,1.4,0
0.328,0.331,28.653015,1.588,0.351,645.1413179,0.468649,0.027203,1.444825056,708.844971,737.497986,0.003,-0.355,1.308,0,0.046054,1.41081257,0.463008,0.093154,3,1.4,0
0.648,0.657,22.76239,0.635,0.356,298.4078323,0.463996,0.218917,0.715549926,688.349121,711.111511,0.009,-0.339,1.325,0,0.220186,0.707738933,0.460994,0.084199,3,1.4,0
0.342,0.326,5.297546,0.629,0.377,296.3999473,0.490715,0.028547,1.446057728,714.403809,719.701355,0.016,-0.353,1.339,0,0.04414,1.413615195,0.457041,0.085958,3,1.4,0
0.648,0.665,21.998596,0.637,0.346,302.066225,0.461596,0.218838,0.711706202,681.083008,659.084412,0.017,-0.352,1.367,0,0.21544,0.636932556,0.420678,0.095139,3,1.4,0
0.329,0.314,23.195923,0.641,0.346,305.1259235,0.47562,0.028598,1.44429422,684.396057,707.59198,0.015,-0.353,1.341,0,0.042694,1.411974042,0.442491,0.079578,3,1.4,0
0.64,0.656,14.065186,0.645,0.343,311.4455558,0.503077,0.222977,0.78806884,700.351685,686.286499,0.016,-0.356,1.343,0,0.216749,0.702621068,0.45771,0.069736,3,1.4,0
0.334,0.319,27.162292,0.628,0.349,299.8615548,0.485253,0.022929,1.450680434,724.40509,697.242798,0.015,-0.361,1.332,0,0.040252,1.415293577,0.450795,0.082476,3,1.4,0
0.342,0.318,53.86383,-0.334,1.277,0,0.531005,0.03777,1.543518956,748.91687,695.05304,0.024,-0.349,1.296,0,0.053065,1.504799374,0.478292,0.092731,3,1.5,0
0.627,0.631,44.862183,-0.331,1.279,0,0.475762,0.226671,0.763949664,703.883484,659.021301,0.004,-0.332,1.286,0,0.220814,0.704347348,0.438063,0.08414,3,1.5,0
0.321,0.309,21.624817,-0.336,1.282,0,0.494442,0.025478,1.547747488,723.746643,702.121826,0.012,-0.345,1.299,0,0.049418,1.505574328,0.463781,0.11109,3,1.5,0
0.623,0.635,28.636475,-0.323,1.263,0,0.474939,0.223093,0.761220754,696.075806,667.439331,0.012,-0.354,1.286,0,0.22227,0.765378759,0.48282,0.113526,3,1.5,0
0.324,0.307,7.738525,-0.33,1.286,0,0.49845,0.034774,1.538053967,737.429565,729.69104,0.017,-0.34,1.284,0,0.039729,1.521274378,0.461969,0.085498,3,1.5,0
0.615,0.662,31.199524,-0.341,1.27,0,0.525663,0.224128,0.857877707,722.476257,691.276733,0.047,-0.345,1.282,0,0.22289,0.673763424,0.442612,0.099712,3,1.5,0
0.339,0.296,46.119263,-0.325,1.278,0,0.520815,0.02499,1.556804958,760.814026,714.694763,0.043,-0.33,1.27,0,0.048988,1.504810493,0.448344,0.104212,3,1.5,0
0.607,0.631,75.156372,-0.344,1.285,0,0.536855,0.221563,0.881273465,735.828308,660.671936,0.024,-0.336,1.292,0,0.21766,0.782471119,0.490096,0.091273,3,1.5,0
0.329,0.303,41.463989,-0.332,1.28,0,0.508728,0.029891,1.544889048,737.175415,695.711426,0.026,-0.342,1.287,0,0.043521,1.510384877,0.450655,0.09267,3,1.5,0
0.616,0.638,77.452392,-0.333,1.288,0,0.507618,0.225788,0.827352111,732.000183,654.547791,0.022,-0.341,1.301,0,0.218241,0.718954842,0.457682,0.097342,3,1.5,0
0.32,0.306,39.310852,-0.331,1.28,0,0.493995,0.027163,1.546587243,750.638184,711.327332,0.014,-0.355,1.289,0,0.038807,1.524865286,0.463204,0.079375,3,1.5,0
0.627,0.643,51.542358,-0.343,1.298,0,0.502607,0.222748,0.806516795,730.279419,678.737061,0.016,-0.334,1.298,0,0.221378,0.66284823,0.42327,0.10123,3,1.5,0
0.331,0.301,10.15326,-0.335,1.269,0,0.511935,0.023086,1.553461091,739.088013,728.934753,0.03,-0.347,1.292,0,0.048289,1.506724344,0.449013,0.123662,3,1.5,0
0.614,0.629,23.30188,-0.33,1.273,0,0.493312,0.215482,0.804120716,708.010803,684.708923,0.015,-0.342,1.29,0,0.218188,0.799223802,0.500815,0.104478,3,1.5,0
0.32,0.317,2.779175,-0.311,1.277,0,0.493805,0.02995,1.546726715,741.119812,738.340637,0.003,-0.352,1.299,0,0.039866,1.517961014,0.476183,0.080971,3,1.5,0
0.619,0.633,16.785706,-0.342,1.295,0,0.518144,0.222669,0.838157444,709.262268,726.047974,0.014,-0.355,1.318,0,0.221212,0.741989126,0.469314,0.104084,3,1.5,0
0.33,0.315,13.94104,-0.333,1.297,0,0.50923,0.030209,1.546375908,726.058228,712.117188,0.015,-0.352,1.293,0,0.053244,1.503256346,0.470234,0.089407,3,1.5,0
0.617,0.638,55.317505,-0.35,1.283,0,0.512132,0.22343,0.834366867,708.660095,653.34259,0.021,-0.346,1.31,0,0.22168,0.770756902,0.486185,0.095274,3,1.5,0
0.332,0.307,10.219483,-0.32,1.27,0,0.515521,0.033546,1.542710391,732.606812,722.387329,0.025,-0.352,1.285,0,0.047797,1.51071709,0.465595,0.091301,3,1.5,0
0.615,0.646,40.92456,-0.336,1.285,0,0.538098,0.225767,0.876985028,720.699951,679.775391,0.031,-0.342,1.287,0,0.215735,0.729262011,0.467404,0.098537,3,1.5,0
0.338,0.312,44.191345,-0.341,1.289,0,0.516556,0.033418,1.545613179,736.038513,691.847168,0.026,-0.337,1.287,0,0.052922,1.501601199,0.462161,0.089306,3,1.5,0
0.624,0.621,63.03302,-0.339,1.302,0,0.501218,0.217969,0.803880648,713.894287,650.861267,0.003,-0.339,1.292,0,0.218998,0.762326233,0.46931,0.080667,3,1.5,0
0.32,0.317,14.966186,-0.346,1.309,0,0.492506,0.033349,1.543436406,748.024719,733.058533,0.003,-0.343,1.317,0,0.039021,1.523633782,0.478124,0.103007,3,1.5,0
0.631,0.661,52.341187,-0.34,1.292,0,0.473172,0.221771,0.753365986,669.670349,722.011536,0.03,-0.349,1.296,0,0.217224,0.659939315,0.432422,0.112297,3,1.5,0
0.328,0.302,14.529541,-0.344,1.304,0,0.508312,0.029352,1.543387787,721.778137,707.248596,0.026,-0.342,1.298,0,0.053037,1.499358583,0.453843,0.078966,3,1.5,0
0.608,0.627,80.959534,-0.347,1.283,0,0.519806,0.220404,0.854891272,745.086182,664.126648,0.019,-0.343,1.304,0,0.219911,0.797942534,0.495192,0.098685,3,1.5,0
0.334,0.304,6.175354,-0.322,1.262,0,0.504462,0.039432,1.533994274,737.164978,730.989624,0.03,-0.339,1.271,0,0.046435,1.508802694,0.457495,0.103878,3,1.5,0
0.608,0.643,33.289795,-0.328,1.293,0,0.52061,0.223183,0.856284529,701.072998,667.783203,0.035,-0.345,1.302,0,0.21718,0.710900874,0.451554,0.095458,3,1.5,0
0.344,0.302,75.925904,-0.339,1.29,0,0.529733,0.03854,1.540115245,743.513489,667.587585,0.042,-0.35,1.314,0,0.054872,1.50030027,0.453982,0.075697,3,1.5,0
0.61,0.637,79.919494,-0.218,1.175,0,0.532559,0.227083,0.876015816,706.863159,626.943665,0.027,-0.36,1.309,0,0.22352,0.749802736,0.47206,0.066443,3,1.5,0
0.328,0.327,51.337463,-0.328,1.283,0,0.500665,0.033636,1.544440962,759.144165,707.806702,0.001,-0.346,1.288,0,0.050438,1.508092368,0.494845,0.081226,3,1.5,0
0.631,0.641,6.181946,-0.347,1.316,0,0.476639,0.223207,0.75292667,674.744385,668.562439,0.01,-0.34,1.311,0,0.223688,0.742813454,0.472345,0.087948,3,1.5,0
0.332,0.309,9.16333,-0.341,1.298,0,0.50886,0.031459,1.545407956,716.812866,725.976196,0.023,-0.347,1.305,0,0.044497,1.512185849,0.466245,0.088825,3,1.5,0
0.615,0.655,72.225525,-0.339,1.304,0,0.506684,0.221613,0.828671094,715.231384,643.005859,0.04,-0.343,1.303,0,0.209594,0.641701759,0.417137,0.110913,3,1.5,0
0.329,0.3,52.344055,-0.35,1.305,0,0.513998,0.019988,1.55920336,765.647278,713.303223,0.029,-0.348,1.314,0,0.040717,1.518518267,0.453436,0.118798,3,1.5,0
0.627,0.657,7.904175,-0.335,1.179,0,0.506826,0.217206,0.812378827,732.003906,724.099731,0.03,-0.343,1.306,0,0.224639,0.697270183,0.454599,0.108287,3,1.5,0
0.34,0.295,12.474792,-0.089,0.199,0,0.525787,0.029007,1.549249307,722.934326,710.459534,0.045,-0.351,1.298,0,0.049254,1.497395369,0.438428,0.101747,3,1.5,0
0.601,0.649,113.333801,-0.067,1.03,0,0.530946,0.225369,0.887670862,740.224243,626.890442,0.048,-0.344,1.301,0,0.217906,0.684706199,0.441836,0.099528,3,1.5,0
0.335,0.3,47.038208,-0.342,1.296,0,0.516396,0.033532,1.545174676,756.468018,709.42981,0.035,-0.345,1.302,0,0.05368,1.494921761,0.444888,0.100766,3,1.5,0
0.622,0.63,36.655335,-0.344,1.299,0,0.503734,0.221217,0.809060495,708.494507,671.839172,0.008,-0.345,1.309,0,0.224734,0.790018393,0.493635,0.083997,3,1.5,0
0.324,0.311,36.869568,-0.341,1.31,0,0.496665,0.038992,1.533606896,719.758545,756.628113,0.013,-0.354,1.317,0,0.044945,1.514430211,0.467007,0.101517,3,1.5,0
0.617,0.641,13.004638,-0.344,1.28,0,0.522648,0.223869,0.852499902,681.62439,694.629028,0.024,-0.349,1.305,0,0.220029,0.725208855,0.461621,0.094834,3,1.5,0
0.328,0.309,4.274414,-0.045,1.016,0,0.509552,0.030193,1.547314706,722.293274,726.567688,0.019,-0.363,1.288,0,0.043792,1.513517433,0.466753,0.095145,3,1.5,0
0.622,0.647,44.402955,-0.327,1.26,0,0.505467,0.224325,0.817960536,715.49231,671.089355,0.025,-0.324,1.285,0,0.218811,0.702850836,0.450975,0.104674,3,1.5,0
0.332,0.322,31.454101,-0.339,1.293,0,0.510671,0.027162,1.550120027,729.672485,698.218384,0.01,-0.342,1.298,0,0.053415,1.501524034,0.484738,0.088362,3,1.5,0
0.638,0.644,48.319092,-0.335,1.295,0,0.49466,0.222615,0.77445586,720.534973,672.215881,0.006,-0.354,1.313,0,0.220499,0.756815412,0.484873,0.088427,3,1.5,0
0.336,0.307,5.727112,-0.337,1.299,0,0.514827,0.033832,1.540608534,728.310242,722.58313,0.029,-0.35,1.317,0,0.047393,1.50701035,0.456796,0.078296,3,1.5,0
0.616,0.631,50.842285,-0.339,1.294,0,0.535578,0.22378,0.873318944,706.000854,655.158569,0.015,-0.357,1.303,0,0.220315,0.781123963,0.488829,0.083623,3,1.5,0
0.337,0.321,9.331299,-0.333,1.285,0,0.520535,0.039569,1.535967376,733.845093,743.176392,0.016,-0.35,1.3,0,0.04519,1.517727125,0.483342,0.095299,3,1.5,0
0.628,0.641,8.867187,-0.336,1.287,0,0.49698,0.225281,0.799112339,669.881714,678.748901,0.013,-0.341,1.28,0,0.220747,0.700285613,0.449113,0.078345,3,1.5,0
0.327,0.337,0.693481,-0.338,1.289,0,0.509935,0.030755,1.548501932,729.888977,730.582458,0.01,-0.333,1.285,0,0.048034,1.517667502,0.505902,0.087405,3,1.5,0
0.624,0.634,33.348694,-0.35,1.301,0,0.50345,0.219662,0.807459884,707.291138,740.639832,0.01,-0.337,1.297,0,0.219836,0.764699449,0.482976,0.092566,3,1.5,0
0.335,0.293,12.224548,-0.349,1.297,0,0.515802,0.033828,1.543560731,711.503601,723.728149,0.042,-0.341,1.296,0,0.048014,1.500531169,0.432068,0.086812,3,1.5,0
0.593,0.637,84.970642,-0.33,1.29,0,0.552936,0.22164,0.940536788,730.474121,645.503479,0.044,-0.35,1.306,0,0.22353,0.71943372,0.457681,0.094842,3,1.5,0
0.333,0.313,30.113953,-0.337,1.29,0,0.520361,0.024561,1.555516341,766.999695,736.885742,0.02,-0.351,1.303,0,0.051652,1.50443413,0.463216,0.095404,3,1.5,0
0.619,0.636,42.267029,-0.302,2.211,0,0.5131,0.224382,0.828715353,707.960144,665.693115,0.017,-0.35,1.294,0,0.225807,0.758268498,0.48221,0.084596,3,1.5,0
0.343,0.309,13.593445,-0.345,1.29,0,0.525647,0.02897,1.548863747,735.446838,749.040283,0.034,-0.351,1.305,0,0.045628,1.514498919,0.45935,0.087761,3,1.5,0
0.616,0.661,24.57135,-0.334,1.288,0,0.56126,0.220692,0.914546818,717.797485,693.226135,0.045,-0.335,1.289,0,0.218737,0.68307348,0.451753,0.091148,3,1.5,0
0.344,0.309,94.15564,-0.343,1.314,0,0.535462,0.026629,1.55435788,748.961914,654.806274,0.035,-0.347,1.31,0,0.051351,1.497007341,0.453346,0.091341,3,1.5,0
0.616,0.647,39.152344,-0.343,1.291,0,0.539964,0.227551,0.879131137,727.882935,688.730591,0.031,-0.347,1.306,0,0.228109,0.723043253,0.466357,0.070486,3,1.5,0
0.339,0.297,26.503112,-0.343,1.302,0,0.527906,0.025989,1.554917201,741.936523,715.433411,0.042,-0.34,1.301,0,0.053962,1.492613063,0.436617,0.097836,3,1.5,0
0.611,0.629,110.428589,-0.334,1.286,0,0.550722,0.227145,0.904080842,736.230774,625.802185,0.018,-0.355,1.298,0,0.222857,0.809841316,0.50601,0.083009,3,1.5,0
0.333,0.301,106.666198,-0.229,1.166,0,0.55293,0.03006,1.653497758,792.205627,685.539429,0.032,-0.341,1.271,0,0.063827,1.582720332,0.470119,0.085906,3,1.6,0
0.608,0.606,102.528808,-0.337,1.264,0,0.52782,0.220808,0.87495447,753.705383,651.176575,0.002,-0.339,1.271,0,0.220583,0.856748845,0.513369,0.06174,3,1.6,0
0.325,0.314,53.599426,-0.329,1.241,0,0.531126,0.037621,1.639150811,778.32019,724.720764,0.011,-0.349,1.275,0,0.049613,1.607194578,0.503508,0.072388,3,1.6,0
0.6,0.633,13.344116,-0.226,1.166,0,0.548092,0.219463,0.917345456,712.672485,699.328369,0.033,-0.347,1.268,0,0.229406,0.777547198,0.487078,0.092413,3,1.6,0
0.339,0.298,20.638793,-0.324,1.26,0,0.554213,0.044035,1.635856975,783.88623,763.247437,0.041,-0.338,1.269,0,0.044855,1.613673034,0.48156,0.085251,3,1.6,0
0.58,0.634,0.512756,-0.339,1.253,0,0.549385,0.226346,0.952505486,738.213196,738.725952,0.054,-0.334,1.265,0,0.225051,0.746244837,0.471392,0.102006,3,1.6,0
0.34,0.294,120.514709,-0.32,1.259,0,0.557959,0.039698,1.645748895,758.269958,637.755249,0.046,-0.35,1.277,0,0.053524,1.597612411,0.46794,0.086957,3,1.6,0
0.602,0.633,39.903686,-0.337,1.262,0,0.544369,0.220379,0.910126916,706.26593,666.362244,0.031,-0.336,1.265,0,0.216095,0.722823091,0.450832,0.05399,3,1.6,0
0.318,0.294,13.426758,-0.335,2.198,0,0.526236,0.032772,1.648225577,769.857361,756.430603,0.024,-0.343,1.266,0,0.054991,1.595204723,0.466946,0.093646,3,1.6,0
