step_time_left,step_time_right,force_asymmetry,stance_time_left,swing_time_left,impulse_left,stride_length_left,vertical_disp_left,foot_velocity_left,peak_force_left,peak_force_right,step_time_diff,stance_time_right,swing_time_right,impulse_right,vertical_disp_right,foot_velocity_right,stride_length_right,step_width,subject,speed,target
1.6226,0.4979,3.7821345,-0.506,2.124,0,0.1969912,0.114759,0.170622376,566.497498,569.018921,1.552,-0.491,2.078,0,0.0054834,0.434113647,0.17892375,0.064082,8,0.6,1
0.5698,1.5106,13.3300785,-0.523,2.259,0,0.1796235,0.0033894,0.438236372,566.11615,575.002869,1.51,-0.524,2.216,0,0.1118274,0.16385913,0.20286075,0.095243,8,0.6,1
1.253,0.433,7.387269,-0.525,2.132,0,0.177177,0.187603,0.141879105,565.332397,572.719666,0.82,-0.581,2.256,0,0.008465,0.623328769,0.270991,0.063576,8,0.6,0
0.452,1.331,0.523743,-0.5,1.942,0,0.282658,0.009854,0.621646983,569.694519,570.218262,0.879,-0.5,2.02,0,0.177148,0.10679907,0.141466,0.07078,8,0.6,0
1.6604,0.494,103.767243,-0.428,2.122,0,0.1871751,0.1129572,0.158056218,584.826233,515.648071,1.612,-0.469,2.051,0,0.0053994,0.434291725,0.176664,0.054472,8,0.6,1
0.5292,1.4521,0.863067,-0.509,2.122,0,0.1657285,0.0046092,0.436405508,575.065063,574.489685,1.478,-0.577,2.179,0,0.1126524,0.190637393,0.2266665,0.063158,8,0.6,1
1.176,0.387,7.62323,-0.55,2.124,0,0.246968,0.185686,0.210409072,576.271484,583.894714,0.789,-0.5,2.144,0,0.008461,0.62159613,0.242221,0.076238,8,0.6,0
0.294,1.141,23.705994,-0.514,1.979,0,0.185634,0.002293,0.629345823,585.206116,561.500122,0.847,-0.486,2.027,0,0.178768,0.212622913,0.2409,0.079394,8,0.6,0
1.234,0.431,23.510559,-0.456,1.928,0,0.176111,0.179768,0.143337622,555.451111,578.96167,0.803,-0.486,1.922,0,0.005556,0.621836857,0.267299,0.069527,8,0.6,0
0.4816,1.4664,23.5847175,-0.459,3.43,0,0.1514947,0.0018972,0.439217006,579.264954,563.541809,1.568,-0.495,2.002,0,0.109155,0.168738158,0.204207,0.098607,8,0.6,1
1.6702,0.5356,31.8073425,-0.444,1.957,0,0.1870134,0.1176012,0.15652514,558.541443,579.746338,1.562,-0.529,1.988,0,0.0057648,0.435393236,0.19109175,0.080752,8,0.6,1
0.6104,1.5327,16.9498905,-0.486,2.013,0,0.1902817,0.0053292,0.437701403,568.92511,580.225037,1.486,-0.494,1.994,0,0.1142676,0.159882029,0.20175525,0.109927,8,0.6,1
1.6968,0.2808,8.2695015,-0.501,2.001,0,0.162463,0.1107444,0.134611248,579.697815,574.184814,1.992,-0.492,2.009,0,0.0010392,0.43796274,0.10087875,0.070017,8,0.6,1
0.6706,0.273,43.139466,-0.29,1.758,0,0.2090585,0.005772,0.435826382,573.173462,544.413818,0.538,-0.502,2.085,0,0.0035592,0.433734007,0.09744375,0.082641,8,0.6,1
1.785,1.6835,14.88501,-0.521,2.233,0,0.0985446,0.1071276,0.077567624,565.63147,575.55481,0.04,-0.589,1.975,0,0.1043814,0.079144355,0.10961475,0.098997,8,0.6,1
0.2884,0.5837,12.731139,-0.467,1.888,0,0.0903,0.0007974,0.440583092,567.754517,576.241943,0.486,-0.478,2.08,0,0.0021858,0.437818841,0.21104325,0.08713,8,0.6,1
0.215,1.194,25.717956,-0.476,1.981,0,0.132721,0.00574,0.618184903,544.985718,570.703674,0.979,-0.469,2.055,0,0.183837,0.17858724,0.213074,0.096069,8,0.6,0
1.589,0.5161,35.669769,-0.466,2.126,0,0.2097655,0.1104684,0.185368297,560.666992,584.446838,1.476,-0.483,1.975,0,0.0053628,0.4338792,0.1834815,0.093377,8,0.6,1
0.361,1.109,2.600281,-0.547,2.132,0,0.228155,0.004284,0.625250839,573.776733,576.377014,0.748,-0.542,2.082,0,0.184011,0.246539109,0.272261,0.082033,8,0.6,0
1.113,0.364,20.993835,-0.471,2.016,0,0.200977,0.177866,0.183131737,560.852112,581.845947,0.749,-0.538,2.183,0,0.005609,0.62361515,0.227537,0.101986,8,0.6,0
0.408,1.245,8.327331,-0.451,1.958,0,0.259667,0.001273,0.633368856,568.889587,560.562256,0.837,-0.506,2.063,0,0.167839,0.094330851,0.109662,0.132337,8,0.6,0
1.282,0.229,20.027527,-0.061,1.565,0,0.131041,0.176253,0.102829479,567.23407,587.261597,1.053,-0.513,2.089,0,0.002265,0.623249444,0.140211,0.066133,8,0.6,0
0.374,0.22,35.058228,-0.472,2.002,0,0.235201,0.005022,0.627388777,578.511719,543.453491,0.154,-0.567,2.006,0,0.005306,0.621683165,0.136641,0.066852,8,0.6,0
1.258,1.142,9.295349,-0.495,2.028,0,0.142488,0.174792,0.114237096,572.327881,581.62323,0.116,-0.494,1.997,0,0.178669,0.22071413,0.252236,0.072675,8,0.6,0
0.448,0.5915,31.1256405,-0.481,2.08,0,0.1413559,0.0010704,0.44177173,597.194092,576.443665,0.27,-0.456,2.044,0,0.0024414,0.437743382,0.21336525,0.070671,8,0.6,1
1.225,1.163,0.985596,-0.461,2.035,0,0.159928,0.158862,0.130921705,558.14502,557.159424,0.062,-0.538,2.111,0,0.174777,0.14605059,0.169272,0.101703,8,0.6,0
0.395,0.219,2.841858,-0.474,2.096,0,0.244077,0.012679,0.61890893,576.73053,573.888672,0.176,-0.57,2.12,0,0.002181,0.624196696,0.137291,0.074982,8,0.6,0
0.205,0.385,53.790833,-0.466,1.907,0,0.14912,0.003534,0.727706047,519.829956,573.620789,0.18,-0.284,1.767,0,0.005349,0.729976541,0.280978,0.083199,8,0.7,0
1.5638,1.3975,1.2548205,-0.438,1.857,0,0.1291948,0.1100958,0.115446239,569.459045,568.622498,0.084,-0.507,1.893,0,0.1095048,0.156111474,0.1797225,0.090296,8,0.7,1
0.391,0.366,0.875122,-0.476,1.836,0,0.284555,0.007752,0.72993935,563.327942,562.45282,0.025,-0.444,1.825,0,0.008468,0.725456231,0.264628,0.084059,8,0.7,0
1.051,1.027,10.99823,-0.47,1.84,0,0.289284,0.192653,0.275877657,578.946716,589.944946,0.024,-0.418,1.837,0,0.189225,0.261400472,0.266319,0.080217,8,0.7,0
0.4718,0.4992,3.467469,-0.383,1.731,0,0.1747235,0.0019974,0.513980583,574.419922,572.108276,0.094,-0.474,1.806,0,0.0036342,0.510639894,0.21057825,0.103689,8,0.7,1
1.061,0.993,15.231262,-0.453,1.964,0,0.213348,0.18676,0.201401748,553.819641,569.050903,0.068,-0.469,1.829,0,0.193604,0.286213403,0.283244,0.121782,8,0.7,0
0.333,0.327,2.129883,-0.587,1.969,0,0.240167,0.00571,0.72810306,565.45282,567.582703,0.006,-0.458,1.951,0,0.00232,0.733517491,0.242043,0.087772,8,0.7,0
1.047,1.108,1.869995,-0.439,1.883,0,0.24166,0.184523,0.231635491,547.854858,545.984863,0.061,-0.439,1.878,0,0.185981,0.183471528,0.200525,0.137629,8,0.7,0
0.5124,0.4069,14.569062,-0.458,2.002,0,0.1865423,0.0034626,0.511255483,557.915161,567.627869,0.106,-0.471,1.96,0,0.0064656,0.50440385,0.1699515,0.106379,8,0.7,1
0.94,0.961,15.852661,-0.532,2.048,0,0.351583,0.196134,0.375436523,580.758484,564.905823,0.021,-0.53,2.134,0,0.188799,0.408105005,0.391575,0.126454,8,0.7,0
0.375,0.384,1.93866,-0.436,1.881,0,0.271861,0.011703,0.725733087,557.980042,556.041382,0.009,-0.596,2.052,0,0.006638,0.728983648,0.28056,0.08376,8,0.7,0
1.016,1.017,26.895691,-0.411,1.76,0,0.324414,0.191097,0.321220651,601.02301,574.127319,0.001,-0.553,1.893,0,0.182049,0.264065937,0.267234,0.085893,8,0.7,0
0.365,0.425,1.600403,-0.449,1.821,0,0.266614,0.004923,0.730678638,558.543701,560.144104,0.06,-0.426,1.797,0,0.005953,0.731629312,0.310875,0.07479,8,0.7,0
1.132,1.088,15.167053,-0.449,1.94,0,0.177617,0.170073,0.161076546,570.274536,585.441589,0.044,-0.454,1.873,0,0.186766,0.188221801,0.204099,0.079774,8,0.7,0
0.382,0.345,24.800415,-0.489,2.034,0,0.275665,0.00804,0.72589475,559.145142,583.945557,0.037,-0.479,1.993,0,0.003589,0.731086325,0.252195,0.078395,8,0.7,0
1.049,1.091,30.361511,-0.536,1.926,0,0.226596,0.187381,0.222424461,583.368652,553.007141,0.042,-0.516,2.015,0,0.183111,0.203586938,0.22086,0.131016,8,0.7,0
0.371,0.37,20.493164,-0.448,1.831,0,0.269085,0.008903,0.72783731,564.613586,585.10675,0.001,-0.466,1.833,0,0.006578,0.726970385,0.268869,0.075695,8,0.7,0
1.4966,1.4391,7.1684865,-0.454,1.845,0,0.1699208,0.1130586,0.158942001,569.818726,574.597717,0.076,-0.482,1.827,0,0.1071054,0.154457061,0.182631,0.101769,8,0.7,1
0.398,0.43,7.50061,-0.499,1.959,0,0.288589,0.006812,0.730895523,565.459839,557.959229,0.032,-0.447,1.921,0,0.006881,0.727477426,0.312677,0.066289,8,0.7,0
1.5904,1.5314,20.926941,-0.477,1.925,0,0.1680007,0.1097046,0.147511178,573.968262,560.016968,0.084,-0.471,1.903,0,0.107685,0.122382427,0.15446475,0.085622,8,0.7,1
0.259,0.347,21.666443,-0.512,1.863,0,0.186759,0.002024,0.732516476,557.406006,579.072449,0.088,-0.46,1.856,0,0.006189,0.728055012,0.25105,0.098824,8,0.7,0
0.208,1.101,13.999756,-0.429,1.753,0,0.151211,0.008688,0.721446448,543.144165,557.143921,0.893,-0.445,1.807,0,0.183646,0.264414986,0.292069,0.103037,8,0.7,0
1.4518,0.4524,44.5619205,-0.422,1.708,0,0.2219273,0.1152408,0.214991224,581.666504,551.958557,1.378,-0.408,1.668,0,0.00534,0.507174459,0.187323,0.067597,8,0.7,1
0.397,0.967,56.507202,-0.45,1.831,0,0.29125,0.009351,0.728559182,542.120972,598.628174,0.57,-0.386,1.772,0,0.194762,0.361194967,0.348294,0.091406,8,0.7,0
1.032,0.375,25.875976,-0.425,1.762,0,0.354472,0.193559,0.344471692,586.881042,561.005066,0.657,-0.466,1.842,0,0.008927,0.725149489,0.27175,0.086256,8,0.7,0
0.4858,1.3312,27.329865,-0.427,1.804,0,0.1785749,0.0058266,0.510805489,567.230713,585.450623,1.354,-0.456,1.772,0,0.1138878,0.211136143,0.23062725,0.09292,8,0.7,1
1.4252,0.4602,14.8048095,-0.465,1.929,0,0.2114658,0.1127868,0.209193273,570.296265,560.426392,1.328,-0.437,1.907,0,0.0044466,0.507954956,0.193092,0.064602,8,0.7,1
0.352,1.072,0.954468,-0.451,1.769,0,0.258002,0.010291,0.72746672,565.192566,564.238098,0.72,-0.522,1.881,0,0.175776,0.125265993,0.134375,0.111435,8,0.7,0
1.046,0.412,11.105774,-0.415,1.786,0,0.243238,0.189934,0.234630666,589.992493,578.886719,0.634,-0.443,1.789,0,0.007038,0.729220795,0.298882,0.092427,8,0.7,0
0.4858,1.4365,14.994141,-0.439,1.844,0,0.1776628,0.0015114,0.514998335,571.738281,581.734375,1.516,-0.457,1.834,0,0.1112958,0.149234739,0.17647575,0.104798,8,0.7,1
1.118,0.423,0.129089,-0.332,1.758,0,0.152649,0.179897,0.136456847,564.286621,564.157532,0.695,-0.47,1.885,0,0.006648,0.728035336,0.309328,0.066114,8,0.7,0
0.5824,1.3403,6.6527715,-0.459,1.831,0,0.2110738,0.0063252,0.508963211,568.294861,563.85968,1.23,-0.46,1.85,0,0.1095192,0.201907112,0.22196925,0.082455,8,0.7,1
1.617,0.4979,15.4280085,-0.464,1.867,0,0.1311527,0.1088376,0.11399389,566.210449,555.92511,1.544,-0.435,1.817,0,0.0049668,0.508150979,0.20674725,0.084484,8,0.7,1
0.5054,1.2987,31.582581,-0.478,1.87,0,0.1823171,0.0061362,0.506930872,569.684387,590.739441,1.276,-0.469,1.86,0,0.1088964,0.171654525,0.18378,0.114976,8,0.7,1
0.944,0.328,12.259034,-0.463,1.893,0,0.335897,0.185472,0.356132145,584.771973,572.512939,0.616,-0.452,1.909,0,0.01302,0.721726064,0.237773,0.111148,8,0.7,0
0.5642,1.3468,16.766418,-0.445,1.863,0,0.2062599,0.0063006,0.509649915,559.809326,570.986938,1.266,-0.478,1.845,0,0.1141446,0.189754464,0.2099145,0.113022,8,0.7,1
1.006,0.373,15.852356,-0.484,1.914,0,0.290252,0.18668,0.289177121,580.618835,564.766479,0.633,-0.443,1.908,0,0.001192,0.73478138,0.275525,0.079038,8,0.7,0
0.35,1.102,2.272278,-0.423,1.832,0,0.255651,0.005393,0.730677094,563.880127,561.607849,0.752,-0.485,1.909,0,0.173035,0.104088422,0.11436,0.101027,8,0.7,0
1.104,0.373,8.471924,-0.42,1.834,0,0.113008,0.160357,0.103606741,560.903015,569.374939,0.731,-0.477,1.885,0,0.006911,0.726865833,0.272468,0.068851,8,0.7,0
0.361,1.025,16.934204,-0.429,1.828,0,0.263012,0.004164,0.730853307,562.762756,579.69696,0.664,-0.47,1.854,0,0.182501,0.237037393,0.241445,0.094214,8,0.7,0
1.081,0.415,0.747437,-0.46,1.91,0,0.219649,0.184373,0.203421275,562.212402,562.959839,0.666,-0.45,1.882,0,0.010498,0.726481261,0.301278,0.082043,8,0.7,0
0.56,0.52,6.7722465,-0.448,1.759,0,0.2319877,0.0067908,0.580452872,550.50116,555.015991,0,-0.471,1.797,0,0.0073686,0.577832786,0.24740625,0.123378,8,0.8,1
0.938,0.95,36.64032,-0.426,1.73,0,0.310291,0.195228,0.332529597,579.757507,616.397827,0.012,-0.457,1.775,0,0.197989,0.356027699,0.336857,0.115713,8,0.8,0
0.385,0.349,13.735168,-0.429,1.769,0,0.318463,0.013273,0.828029976,552.253296,565.988464,0.036,-0.464,1.781,0,0.015178,0.824635052,0.288155,0.083995,8,0.8,0
0.926,0.939,17.215271,-0.455,1.778,0,0.364675,0.203092,0.394570399,610.648743,593.433472,0.013,-0.472,1.773,0,0.194622,0.358385394,0.333982,0.094438,8,0.8,0
0.396,0.384,26.006042,-0.486,1.923,0,0.332102,0.013362,0.831039015,572.28302,546.276978,0.012,-0.426,1.859,0,0.007949,0.831321225,0.319889,0.105204,8,0.8,0
0.913,0.942,17.358093,-0.474,1.784,0,0.34703,0.199754,0.381693014,598.397766,581.039673,0.029,-0.476,1.806,0,0.196371,0.375465251,0.352826,0.120324,8,0.8,0
0.395,0.394,3.01886,-0.447,1.705,0,0.327404,0.013878,0.829739567,560.259521,563.278381,0.001,-0.431,1.725,0,0.013027,0.827232848,0.326434,0.096859,8,0.8,0
0.961,0.888,19.953125,-0.42,1.723,0,0.329278,0.196786,0.343555339,611.066772,591.113647,0.073,-0.426,1.686,0,0.197011,0.39880877,0.354398,0.122683,8,0.8,0
0.337,0.431,8.770325,-0.463,1.819,0,0.27951,0.015408,0.823691878,562.934082,554.163757,0.094,-0.423,1.793,0,0.006025,0.832714634,0.357989,0.099898,8,0.8,0
1.054,1.058,22.81073,-0.438,1.794,0,0.162387,0.192489,0.155161781,586.849731,564.039001,0.004,-0.47,1.788,0,0.188647,0.164415519,0.171055,0.113906,8,0.8,0
0.525,0.5005,49.7633055,-0.465,1.755,0,0.2173262,0.0076362,0.580096117,579.944641,546.769104,0.02,-0.443,1.761,0,0.0053886,0.580171214,0.2391825,0.070318,8,0.8,1
1.4224,1.2207,6.999573,-0.466,1.775,0,0.1843499,0.1143114,0.182567619,595.699097,600.365479,0.154,-0.421,1.713,0,0.117132,0.22042108,0.22187175,0.104749,8,0.8,1
0.4606,0.4719,18.6673275,-0.477,1.784,0,0.1906107,0.0072606,0.578362664,558.126953,545.682068,0.068,-0.418,1.759,0,0.0069102,0.579455345,0.22640925,0.077385,8,0.8,1
0.958,0.909,8.096191,-0.44,1.794,0,0.302935,0.190614,0.318453779,591.286316,599.382507,0.049,-0.434,1.806,0,0.196026,0.397402053,0.360337,0.079944,8,0.8,0
0.346,0.364,4.973449,-0.435,1.799,0,0.284461,0.010802,0.82536417,549.865112,544.891663,0.018,-0.514,1.778,0,0.009968,0.82869883,0.298115,0.083012,8,0.8,0
1.2698,1.1544,6.4141845,-0.507,1.832,0,0.2420306,0.120354,0.266296329,601.970337,606.24646,0.038,-0.429,1.828,0,0.1176876,0.294995362,0.28120275,0.112815,8,0.8,1
0.4676,0.5148,29.019105,-0.439,1.716,0,0.1935955,0.007605,0.578698111,563.987549,544.641479,0.124,-0.458,1.766,0,0.0044502,0.583412632,0.24683175,0.084801,8,0.8,1
0.995,1,20.032409,-0.411,1.808,0,0.266139,0.193909,0.267880577,599.483276,579.450867,0.005,-0.452,1.789,0,0.19007,0.254933796,0.254313,0.095851,8,0.8,0
0.384,0.363,0.901977,-0.44,1.736,0,0.315407,0.013483,0.830892308,567.122986,568.024963,0.021,-0.504,1.837,0,0.012346,0.827443461,0.301719,0.080288,8,0.8,0
1.3426,1.2727,19.621398,-0.427,1.696,0,0.2087645,0.11691,0.218113053,608.610107,595.529175,0.04,-0.442,1.69,0,0.117012,0.193165474,0.2023455,0.09398,8,0.8,1
0.5124,0.4901,10.0170585,-0.456,1.732,0,0.2125046,0.0058698,0.582577926,564.710632,558.032593,0.022,-0.405,1.716,0,0.0089484,0.577743056,0.23180925,0.083844,8,0.8,1
1.3398,1.1297,39.61734,-0.431,1.726,0,0.2311267,0.1158108,0.241714337,590.423279,616.834839,0.176,-0.437,1.728,0,0.1207614,0.343887575,0.32029425,0.077463,8,0.8,1
0.349,0.414,1.51532,-0.43,1.69,0,0.288044,0.015954,0.824624297,560.609558,559.094238,0.065,-0.429,1.701,0,0.011956,0.832068381,0.345062,0.058651,8,0.8,0
1.3146,1.2428,0.4430235,-0.419,1.757,0,0.2428167,0.119283,0.260119369,585.482788,585.187439,0.034,-0.432,1.717,0,0.1184178,0.215160511,0.21995175,0.09272,8,0.8,1
0.483,0.4628,33.2449035,-0.475,1.885,0,0.1993334,0.008841,0.578690825,558.208069,536.0448,0.022,-0.432,1.853,0,0.0047856,0.582862612,0.221601,0.062346,8,0.8,1
1.008,0.952,12.939209,-0.409,1.793,0,0.195202,0.182896,0.196884917,562.513916,575.453125,0.056,-0.511,1.853,0,0.190944,0.266218883,0.252433,0.111224,8,0.8,0
0.4956,0.4758,20.123292,-0.479,1.847,0,0.2048732,0.008457,0.578037,558.662659,545.247131,0.024,-0.466,1.868,0,0.0081726,0.578511437,0.2289855,0.076232,8,0.8,1
0.92,0.967,14.913574,-0.448,1.819,0,0.307114,0.191534,0.334499384,575.414978,590.328552,0.047,-0.491,1.849,0,0.192368,0.346273923,0.332345,0.119867,8,0.8,0
0.418,0.362,11.149109,-0.453,1.78,0,0.338382,0.02705,0.818235353,557.179382,568.328491,0.056,-0.477,1.85,0,0.013145,0.825641777,0.296858,0.085303,8,0.8,0
1.3258,1.2467,32.785401,-0.423,1.743,0,0.2374302,0.1206966,0.250834062,572.590881,594.447815,0.024,-0.464,1.778,0,0.114705,0.177691992,0.1812,0.09677,8,0.8,1
0.349,0.415,2.385925,-0.435,1.75,0,0.290379,0.010374,0.830471534,564.326782,561.940857,0.066,-0.471,1.782,0,0.011065,0.828971131,0.343816,0.080802,8,0.8,0
1.038,0.962,25.151611,-0.414,1.753,0,0.209813,0.187431,0.20416101,567.272705,592.424316,0.076,-0.447,1.779,0,0.194249,0.328516084,0.316593,0.090464,8,0.8,0
0.362,0.375,1.16211,-0.441,1.747,0,0.302018,0.012263,0.828261591,552.127197,553.289307,0.013,-0.476,1.764,0,0.013771,0.825184505,0.309079,0.059054,8,0.8,0
1.3118,1.2116,30.5519715,-0.457,1.769,0,0.2427936,0.1179222,0.259868201,586.518311,606.886292,0.01,-0.43,1.76,0,0.118713,0.261562698,0.2604015,0.071183,8,0.8,1
0.359,0.332,4.945496,-0.455,1.783,0,0.29727,0.013503,0.8267462,550.911377,555.856873,0.027,-0.433,1.749,0,0.010967,0.827491321,0.272812,0.076759,8,0.8,0
0.939,1.051,21.752136,-0.462,1.794,0,0.311214,0.19636,0.331711065,602.490112,580.737976,0.112,-0.452,1.811,0,0.181985,0.160085795,0.168396,0.096509,8,0.8,0
0.372,0.349,8.872559,-0.422,1.698,0,0.308752,0.006707,0.834773054,558.52594,567.398499,0.023,-0.466,1.753,0,0.009024,0.826224117,0.284832,0.074773,8,0.8,0
1.3986,1.2506,32.5463565,-0.395,1.791,0,0.148974,0.114129,0.149841503,574.223511,595.921082,0.074,-0.433,1.756,0,0.115041,0.19737267,0.203943,0.100035,8,0.8,1
0.368,0.314,3.999145,-0.46,1.797,0,0.301565,0.012828,0.827295332,550.732056,554.731201,0.054,-0.487,1.843,0,0.017005,0.820357055,0.257777,0.07072,8,0.8,0
1.2726,1.2103,23.594238,-0.476,1.817,0,0.2357789,0.1171752,0.259406755,593.764709,578.035217,0.044,-0.453,1.774,0,0.1169346,0.219651118,0.217503,0.087961,8,0.8,1
0.351,0.36,12.977783,-0.505,1.823,0,0.290818,0.008547,0.831455981,564.098694,551.120911,0.009,-0.415,1.787,0,0.011735,0.827291373,0.297546,0.082615,8,0.8,0
0.932,0.913,30.684204,-0.448,1.742,0,0.295698,0.186993,0.316423906,565.78363,596.467834,0.019,-0.446,1.751,0,0.195349,0.395106165,0.359345,0.108284,8,0.8,0
0.367,0.369,3.463684,-0.429,1.798,0,0.300478,0.013162,0.824446721,549.068909,545.605225,0.002,-0.446,1.794,0,0.009887,0.830553232,0.307112,0.076708,8,0.8,0
1.3286,1.2207,11.5829775,-0.437,1.777,0,0.2259236,0.1160088,0.238039163,605.085327,597.363342,0.02,-0.479,1.817,0,0.1189362,0.251859324,0.253425,0.097432,8,0.8,1
0.851,0.316,34.241516,-0.405,1.574,0,0.297667,0.20064,0.353117689,586.036926,551.79541,0.535,0.796,0.406,330.3437203,0.015359,0.928343753,0.296603,0.067802,8,0.9,0
0.336,0.842,67.038208,-0.398,1.591,0,0.308458,0.01804,0.922861892,554.67218,621.710388,0.506,0.759,0.41,321.8636007,0.203918,0.431445017,0.361661,0.126183,8,0.9,0
0.833,0.323,55.506225,-0.413,1.599,0,0.381433,0.204391,0.460095588,605.61145,550.105225,0.51,0.793,0.411,336.760571,0.019309,0.923622832,0.299461,0.082851,8,0.9,0
0.336,0.853,62.761658,-0.404,1.619,0,0.316,0.013634,0.930559762,549.772827,612.534485,0.517,0.786,0.41,333.5440805,0.201317,0.402643248,0.341608,0.097564,8,0.9,0
0.857,0.34,46.303955,-0.424,1.607,0,0.327389,0.200867,0.383949466,606.081482,559.777527,0.517,0.79,0.411,337.2646177,0.01658,0.925580276,0.314167,0.077842,8,0.9,0
0.346,0.843,54.131592,-0.403,2.771,0,0.318111,0.017493,0.923762479,556.670044,610.801636,0.497,0.768,0.43,327.9690017,0.202044,0.412430763,0.347984,0.113898,8,0.9,0
0.871,0.36,58.949585,-0.418,1.606,0,0.320995,0.200459,0.369510196,615.422974,556.473389,0.511,0.766,0.39,259.184477,0.014353,0.927401042,0.333489,0.077221,8,0.9,0
0.328,0.836,65.817383,-0.393,1.606,0,0.3048,0.017111,0.925558335,544.959961,610.777344,0.508,0.788,0.421,341.1301944,0.19925,0.437576688,0.36506,0.098756,8,0.9,0
1.2012,0.4693,83.189391,-0.406,1.622,0,0.2343208,0.1187664,0.272954719,612.493591,557.033997,0.994,0.777,0.431,325.9698138,0.0070158,0.654106954,0.25211175,0.066339,8,0.9,1
0.336,0.857,39.91803,-0.424,1.675,0,0.311386,0.014745,0.930950904,571.556824,611.474854,0.521,0.777,0.412,332.9538703,0.201054,0.377515859,0.32381,0.098372,8,0.9,0
0.834,0.336,62.536865,-0.434,1.658,0,0.354912,0.201289,0.425576224,619.142761,556.605896,0.498,0.806,0.417,342.4005455,0.013844,0.930552013,0.311347,0.092746,8,0.9,0
0.332,0.883,64.829224,-0.402,1.596,0,0.306406,0.016682,0.930061474,569.017517,633.846741,0.551,0.839,0.428,353.7601314,0.204028,0.382612847,0.331059,0.113515,8,0.9,0
1.232,0.403,271.057938,-0.387,1.574,0,0.211575,0.1208004,0.24199362,605.130249,424.424957,1.14,0.779,0.426,325.0155137,0.0058362,0.6527265,0.21664875,0.050174,8,0.9,1
0.318,0.806,27.403748,-0.394,1.611,0,0.297171,0.013139,0.930028524,548.919617,521.515869,0.488,0.775,0.407,323.9193493,0.198131,0.418564768,0.333405,0.085185,8,0.9,0
1.1844,0.4862,62.884644,-0.419,1.66,0,0.2238341,0.1179396,0.266091663,583.350769,541.427673,0.944,0.781,0.426,328.0214817,0.0084804,0.651793138,0.25812975,0.110952,8,0.9,1
0.35,0.851,42.341126,-0.429,1.649,0,0.322652,0.022943,0.924436753,573.647705,615.988831,0.501,0.788,0.43,336.9193392,0.202843,0.407351229,0.347126,0.110758,8,0.9,0
1.2124,0.4433,86.906982,-0.414,1.618,0,0.2172485,0.121995,0.252060368,619.678467,561.740479,1.05,0.824,0.417,352.3152941,0.0059502,0.65410156,0.23813025,0.07761,8,0.9,1
0.4606,1.1258,78.068847,-0.393,1.633,0,0.2135553,0.010272,0.648338857,551.911194,603.957092,1.074,0.794,0.42,336.5021833,0.1157568,0.240637042,0.2228595,0.089644,8,0.9,1
0.878,0.344,60.527161,-0.401,1.598,0,0.302488,0.199281,0.346412511,618.036499,557.509338,0.534,0.791,0.461,327.4687995,0.011674,0.932697731,0.321505,0.082471,8,0.9,0
0.324,0.845,59.450318,-0.407,1.608,0,0.301307,0.015199,0.928705709,559.806152,619.25647,0.521,0.764,0.415,323.1969594,0.198555,0.395915436,0.333754,0.089631,8,0.9,0
0.884,0.359,51.412048,-0.422,1.717,0,0.279965,0.196826,0.31709546,609.865173,558.453125,0.525,0.781,0.4,328.7355666,0.012595,0.933745368,0.335876,0.077923,8,0.9,0
0.4914,1.1856,46.322022,-0.455,1.705,0,0.2290596,0.0064296,0.654936987,561.436584,592.317932,1.122,0.825,0.437,349.0870213,0.1169244,0.177441195,0.172659,0.093147,8,0.9,1
1.2782,0.4537,82.9414665,-0.399,1.605,0,0.1696254,0.1167888,0.185758036,600.708435,545.414124,1.128,0.853,0.435,368.4960759,0.0055296,0.656274929,0.245982,0.073169,8,0.9,1
0.356,0.877,47.020263,-0.434,1.667,0,0.33047,0.01553,0.932089406,558.249695,605.269958,0.521,0.801,0.404,334.659062,0.195459,0.358078911,0.312772,0.095482,8,0.9,0
0.825,0.333,61.426636,-0.404,1.637,0,0.362205,0.207065,0.440539047,616.753418,555.326782,0.492,0.796,0.441,345.6111476,0.015781,0.928661438,0.310617,0.07694,8,0.9,0
0.375,0.884,33.227905,-0.432,1.627,0,0.349111,0.015358,0.931988803,562.274597,595.502502,0.509,0.795,0.427,332.6536089,0.194548,0.320400941,0.28292,0.095411,8,0.9,0
0.841,0.328,45.27716,-0.407,1.597,0,0.338619,0.203028,0.403678238,610.278503,565.001343,0.513,0.798,0.411,342.7637039,0.012998,0.928793444,0.301504,0.091047,8,0.9,0
0.346,0.837,59.041077,-0.402,1.562,0,0.31999,0.013743,0.928617498,548.10437,607.145447,0.491,0.793,0.417,334.9241005,0.190868,0.410527627,0.344466,0.108483,8,0.9,0
1.19,0.4485,71.114319,-0.394,1.579,0,0.228501,0.1198812,0.269918509,611.970703,564.561157,1.01,0.763,0.404,324.6630239,0.0077934,0.652112074,0.2408115,0.089517,8,0.9,1
0.4816,1.1076,107.5511175,-0.337,1.503,0,0.2236073,0.0099132,0.649194853,548.812561,620.513306,1.016,0.752,0.457,318.5869264,0.1193016,0.290535755,0.2639625,0.08458,8,0.9,1
0.859,0.364,64.488769,-0.373,1.519,0,0.351902,0.199753,0.410298201,604.342651,539.853882,0.495,0.735,0.428,288.9621682,0.015066,0.929083454,0.338686,0.09095,8,0.9,0
